Date,N-ary_interactions_reports,All_interactions_after_spoke_expansion,All_interaction_reports,Binary_interaction_reports
2014-11-07,17677,441821,295024,277347
2014-11-10,17677,441827,295030,277353
2014-11-11,17677,441841,295044,277367
2014-11-12,17677,441848,295051,277374
2014-11-13,17679,441867,295068,277389
2014-11-14,17687,442062,295105,277418
2014-11-17,17708,442421,295144,277436
2014-11-18,17715,442564,295177,277462
2014-11-19,17719,442591,295200,277481
2014-11-20,17733,442678,295239,277506
2014-11-21,17747,442910,295435,277688
2014-11-24,17748,442926,295449,277701
2014-11-25,17751,443067,295461,277710
2014-11-26,17754,443564,295484,277730
2014-11-27,17754,443621,295541,277787
2014-11-28,17755,443626,295545,277790
2014-11-30,17757,443638,295555,277798
2014-12-01,17757,443666,295583,277826
2014-12-02,17762,443730,295600,277838
2014-12-03,17771,443783,295628,277857
2014-12-04,17779,444534,295643,277864
2014-12-05,17813,444710,295703,277890
2014-12-08,17813,444714,295707,277894
2014-12-09,17828,444756,295734,277906
2014-12-10,17844,444935,295895,278051
2014-12-11,17854,444975,295925,278071
2014-12-12,17861,444998,295934,278073
2014-12-13,17861,445003,295939,278078
2014-12-15,17866,445047,295976,278110
2014-12-16,17876,445143,296012,278136
2014-12-17,17876,445178,296047,278171
2014-12-18,17899,445332,296131,278232
2014-12-19,17907,445373,296164,278257
2014-12-21,17907,445375,296166,278259
2014-12-22,17907,445386,296177,278270
2014-12-23,17913,445538,296202,278289
2014-12-29,17913,445552,296216,278303
2014-12-30,17913,445574,296238,278325
2014-12-31,17913,445577,296241,278328
2015-01-02,17913,445581,296245,278332
2015-01-03,17915,445595,296257,278342
2015-01-05,17915,445614,296276,278361
2015-01-06,17919,445636,296294,278375
2015-01-07,17921,445682,296337,278416
2015-01-08,17921,445697,296352,278431
2015-01-09,17921,445705,296360,278439
2015-01-10,17921,445707,296362,278441
2015-01-12,17945,445784,296407,278462
2015-01-13,17945,445793,296416,278471
2015-01-14,17950,445833,296451,278501
2015-01-15,17950,445834,296452,278502
2015-01-16,18072,446521,296903,278831
2015-01-18,18072,446525,296907,278835
2015-01-19,18154,446996,297228,279074
2015-01-20,18157,447030,297257,279100
2015-01-21,18164,447052,297272,279108
2015-01-22,18168,447125,297314,279146
2015-01-23,18174,447155,297336,279162
2015-01-26,18180,447198,297373,279193
2015-01-27,18181,447215,297389,279208
2015-01-28,18183,447233,297397,279214
2015-01-29,18194,447298,297428,279234
2015-01-30,18197,447314,297441,279244
2015-02-02,18307,447643,297583,279276
2015-02-03,18345,448075,297635,279290
2015-02-04,18389,448317,297719,279330
2015-02-05,18402,448399,297765,279363
2015-02-06,18418,448495,297839,279421
2015-02-07,18418,448496,297840,279422
2015-02-09,18419,448520,297863,279444
2015-02-10,18419,448592,297935,279516
2015-02-11,18420,448610,297952,279532
2015-02-12,18420,448636,297978,279558
2015-02-13,18420,459152,308494,290074
2015-02-14,18420,492149,341491,323071
2015-02-16,18426,492199,341535,323109
2015-02-17,18435,492250,341573,323138
2015-02-18,18441,492303,341619,323178
2015-02-19,18444,492332,341645,323201
2015-02-20,18447,492363,341672,323225
2015-02-23,18447,492396,341705,323258
2015-02-24,18450,492413,341719,323269
2015-02-25,18450,492423,341729,323279
2015-02-26,18451,492428,341733,323282
2015-02-27,18456,492455,341754,323298
2015-03-02,18457,492461,341759,323302
2015-03-03,18458,492488,341766,323308
2015-03-04,18458,492497,341775,323317
2015-03-05,18458,492506,341784,323326
2015-03-06,18460,492517,341792,323332
2015-03-08,18470,492551,341802,323332
2015-03-09,18472,492560,341807,323335
2015-03-10,18483,492595,341829,323346
2015-03-11,18483,492602,341836,323353
2015-03-12,18488,492629,341855,323367
2015-03-13,18489,492666,341891,323402
2015-03-16,18489,492690,341915,323426
2015-03-17,18494,493770,342990,324496
2015-03-18,18496,494287,343505,325009
2015-03-19,18497,494307,343518,325021
2015-03-20,18497,494308,343519,325022
2015-03-22,18497,494311,343522,325025
2015-03-23,18498,494326,343534,325036
2015-03-24,18506,494466,343554,325048
2015-03-25,18508,494574,343563,325055
2015-03-26,18508,494580,343569,325061
2015-03-27,18509,494600,343586,325077
2015-03-29,18510,494604,343589,325079
2015-03-30,18512,494640,343622,325110
2015-03-31,18515,494669,343648,325133
2015-04-01,18521,494777,343664,325143
2015-04-02,18522,494800,343686,325164
2015-04-07,18536,495121,343717,325181
2015-04-08,18537,495134,343729,325192
2015-04-09,18541,495167,343756,325215
2015-04-10,18542,495179,343767,325225
2015-04-11,18550,495236,343779,325229
2015-04-13,18551,495248,343790,325239
2015-04-15,18556,495293,343801,325245
2015-04-16,18568,495340,343818,325250
2015-04-17,18571,495354,343827,325256
2015-04-19,18571,495360,343833,325262
2015-04-20,18572,495392,343840,325268
2015-04-21,18572,495395,343843,325271
2015-04-22,18572,495405,343853,325281
2015-04-23,18576,495456,343862,325286
2015-04-24,18576,495461,343867,325291
2015-04-26,18577,495464,343869,325292
2015-04-27,18580,495510,343905,325325
2015-04-28,18582,495968,343940,325358
2015-04-29,18583,496002,343973,325390
2015-04-30,18585,496012,343981,325396
2015-05-04,18586,496022,343990,325404
2015-05-05,18592,496044,344002,325410
2015-05-06,18601,496085,344025,325424
2015-05-07,18607,496112,344043,325436
2015-05-08,18612,496153,344079,325467
2015-05-10,18612,496155,344081,325469
2015-05-11,18620,496203,344110,325490
2015-05-12,18622,496233,344136,325514
2015-05-13,18622,496240,344143,325521
2015-05-14,18622,496266,344169,325547
2015-05-15,18623,496298,344200,325577
2015-05-18,18625,496320,344220,325595
2015-05-19,18630,496360,344246,325616
2015-05-20,18633,496382,344263,325630
2015-05-21,18634,496399,344274,325640
2015-05-22,18640,496419,344287,325647
2015-05-25,18642,496449,344310,325668
2015-05-26,18642,496452,344313,325671
2015-05-27,18645,496464,344322,325677
2015-05-28,18653,496508,344349,325696
2015-05-29,18657,496533,344361,325704
2015-06-01,18657,496557,344385,325728
2015-06-02,18661,496572,344395,325734
2015-06-03,18680,496662,344460,325780
2015-06-04,18695,496709,344487,325792
2015-06-05,18700,496868,344641,325941
2015-06-06,18700,496877,344650,325950
2015-06-08,18700,496878,344651,325951
2015-06-09,18700,496880,344653,325953
2015-06-11,18713,496974,344671,325958
2015-06-12,18716,496998,344688,325972
2015-06-15,18720,497031,344716,325996
2015-06-16,18723,497051,344730,326007
2015-06-17,18724,497139,344815,326091
2015-06-18,18738,497297,344896,326158
2015-06-19,18739,497430,345025,326286
2015-06-22,18744,497512,345078,326334
2015-06-23,18768,497611,345110,326342
2015-06-24,18768,497612,345111,326343
2015-06-25,18779,497655,345135,326356
2015-06-26,18780,497665,345143,326363
2015-06-27,18780,497668,345146,326366
2015-06-28,18782,497675,345148,326366
2015-06-29,18783,497687,345149,326366
2015-06-30,18791,497712,345159,326368
2015-07-01,18794,497721,345164,326370
2015-07-02,18798,497748,345187,326389
2015-07-03,18799,497754,345192,326393
2015-07-06,18803,497835,345218,326415
2015-07-07,18809,497872,345249,326440
2015-07-08,18809,497900,345277,326468
2015-07-09,18811,497917,345292,326481
2015-07-10,18815,497946,345306,326491
2015-07-13,18822,498118,345350,326528
2015-07-14,18828,498163,345386,326558
2015-07-15,18837,498200,345412,326575
2015-07-16,18842,498360,345459,326617
2015-07-17,18842,498374,345473,326631
2015-07-20,18846,498397,345492,326646
2015-07-21,18849,498411,345502,326653
2015-07-22,18872,498683,345541,326669
2015-07-23,18877,498711,345559,326682
2015-07-24,18880,498772,345566,326686
2015-07-27,18882,498820,345588,326706
2015-07-28,18884,498865,345598,326714
2015-07-29,18888,498929,345626,326738
2015-07-30,18915,499034,345666,326751
2015-07-31,18915,499043,345675,326760
2015-08-01,18916,499046,345676,326760
2015-08-03,18936,499180,345702,326766
2015-08-04,18940,499201,345719,326779
2015-08-05,18943,499216,345727,326784
2015-08-06,18959,499278,345762,326803
2015-08-07,18961,499285,345767,326806
2015-08-09,18961,499287,345769,326808
2015-08-10,18987,499369,345808,326821
2015-08-11,18998,499435,345838,326840
2015-08-12,19010,499537,345881,326871
2015-08-13,20311,530109,347278,326967
2015-08-14,20322,530159,347304,326982
2015-08-17,20324,530175,347318,326994
2015-08-18,20331,530222,347345,327014
2015-08-19,20339,530270,347372,327033
2015-08-20,20344,530302,347398,327054
2015-08-21,20354,530336,347415,327061
2015-08-24,20362,530366,347435,327073
2015-08-25,20369,530434,347457,327088
2015-08-26,20369,530439,347462,327093
2015-08-27,20369,530444,347467,327098
2015-08-28,20369,530447,347470,327101
2015-09-02,20370,530455,347477,327107
2015-09-03,20384,530494,347496,327112
2015-09-04,20386,530511,347509,327123
2015-09-07,20387,530528,347524,327137
2015-09-08,20394,530550,347537,327143
2015-09-09,20403,530576,347554,327151
2015-09-10,20413,530631,347594,327181
2015-09-11,20417,530662,347620,327203
2015-09-14,20417,530666,347624,327207
2015-09-15,20418,530669,347626,327208
2015-09-16,20419,530675,347631,327212
2015-09-17,20428,530706,347647,327219
2015-09-18,20428,530726,347667,327239
2015-09-21,20430,530731,347670,327240
2015-09-22,20430,530887,347826,327396
2015-09-23,20431,530908,347846,327415
2015-09-24,20432,530920,347856,327424
2015-09-25,20433,530940,347871,327438
2015-09-28,20434,530975,347887,327453
2015-09-29,20436,530996,347906,327470
2015-09-30,20439,531023,347920,327481
2015-10-01,20442,531066,347958,327516
2015-10-02,20442,531096,347988,327546
2015-10-05,20445,531113,348002,327557
2015-10-06,20447,531121,348008,327561
2015-10-07,20447,531129,348016,327569
2015-10-08,20453,531449,348216,327763
2015-10-09,20463,531614,348242,327779
2015-10-12,20466,531641,348266,327800
2015-10-13,20468,531677,348277,327809
2015-10-14,20469,532546,349145,328676
2015-10-15,20471,532566,349163,328692
2015-10-20,20471,532582,349179,328708
2015-10-21,20582,536696,349341,328759
2015-10-22,20583,536716,349360,328777
2015-10-23,20585,536735,349375,328790
2015-10-26,20593,536776,349392,328799
2015-10-27,20593,536795,349411,328818
2015-10-28,20601,536832,349435,328834
2015-10-29,20601,536836,349439,328838
2015-10-30,20603,536842,349443,328840
2015-10-31,20603,536843,349444,328841
2015-11-02,20606,536870,349458,328852
2015-11-03,20607,536891,349478,328871
2015-11-04,20612,536925,349504,328892
2015-11-05,20612,536930,349509,328897
2015-11-06,20613,536946,349520,328907
2015-11-09,20623,537274,349548,328925
2015-11-10,20725,544274,349659,328934
2015-11-11,20733,544307,349678,328945
2015-11-12,20738,544337,349703,328965
2015-11-16,20738,544343,349709,328971
2015-11-17,20739,544349,349713,328974
2015-11-18,20739,544350,349714,328975
2015-11-19,20739,544359,349723,328984
2015-11-20,20739,544372,349736,328997
2015-11-23,20744,544420,349754,329010
2015-11-24,20749,544606,349932,329183
2015-11-25,20766,544663,349964,329198
2015-11-26,20773,544720,349984,329211
2015-11-27,20779,544748,349992,329213
2015-11-30,20787,544858,350014,329227
2015-12-01,20793,544881,350030,329237
2015-12-02,20794,544887,350034,329240
2015-12-04,20796,544907,350050,329254
2015-12-07,20797,544909,350051,329254
2015-12-08,20797,544910,350052,329255
2015-12-09,20798,544920,350058,329260
2015-12-10,20798,544926,350064,329266
2015-12-11,20800,544937,350073,329273
2015-12-14,20800,544945,350081,329281
2015-12-15,20801,545497,350632,329831
2015-12-16,20802,545501,350633,329831
2015-12-17,20802,545507,350639,329837
2015-12-18,20806,545531,350643,329837
2015-12-21,20808,545541,350649,329841
2016-01-04,20811,545694,350664,329853
2016-01-05,20811,545702,350672,329861
2016-01-06,20811,545718,350688,329877
2016-01-07,20816,545753,350718,329902
2016-01-08,20820,545816,350752,329932
2016-01-09,20820,545819,350755,329935
2016-01-11,20824,545857,350787,329963
2016-01-12,20824,545872,350802,329978
2016-01-13,20831,545919,350839,330008
2016-01-14,20835,546001,350905,330070
2016-01-15,20837,546014,350912,330075
2016-01-18,20837,546018,350916,330079
2016-01-20,20845,546055,350945,330100
2016-01-21,20855,546101,350977,330122
2016-01-22,20857,546113,350987,330130
2016-01-25,20860,546140,351011,330151
2016-01-26,20862,546179,351048,330186
2016-01-27,20865,546261,351127,330262
2016-01-28,20866,546325,351190,330324
2016-01-29,20866,546368,351233,330367
2016-02-01,20868,546407,351243,330375
2016-02-02,20873,546475,351249,330376
2016-02-03,20875,547661,351895,331020
2016-02-04,20875,552551,356785,335910
2016-02-05,20879,552563,356793,335914
2016-02-08,20879,552566,356796,335917
2016-02-09,20933,553354,356901,335968
2016-02-10,20935,553368,356913,335978
2016-02-11,20952,553891,357242,336290
2016-02-12,20953,553897,357247,336294
2016-02-15,20960,553955,357276,336316
2016-02-16,20987,554105,357333,336346
2016-02-17,20996,554168,357370,336374
2016-02-18,21012,554314,357395,336383
2016-02-19,21020,554434,357490,336470
2016-02-22,21022,554453,357506,336484
2016-02-23,21026,554625,357532,336506
2016-02-24,21029,557103,357540,336511
2016-02-25,21032,557400,357557,336525
2016-02-26,21033,557427,357583,336550
2016-02-29,21035,557447,357601,336566
2016-03-01,21039,557664,357612,336573
2016-03-02,21047,557719,357636,336589
2016-03-03,21050,557731,357645,336595
2016-03-04,21053,557752,357662,336609
2016-03-07,21057,557780,357686,336629
2016-03-08,21067,557835,357703,336636
2016-03-09,21068,557884,357714,336646
2016-03-10,21069,557890,357719,336650
2016-03-11,21079,557927,357734,336655
2016-03-12,21084,557949,357740,336656
2016-03-14,21086,557987,357760,336674
2016-03-15,21091,558031,357775,336684
2016-03-16,21100,558088,357814,336714
2016-03-17,21119,558189,357855,336736
2016-03-18,21124,558249,357882,336758
2016-03-19,21124,558255,357888,336764
2016-03-21,21140,558534,357941,336801
2016-03-22,21147,558623,357983,336836
2016-03-23,21150,558658,358014,336864
2016-03-24,21155,558695,358046,336891
2016-03-25,21155,558696,358047,336892
2016-03-29,21174,558778,358104,336930
2016-03-30,21174,558799,358125,336951
2016-03-31,21177,558823,358144,336967
2016-04-01,21177,558836,358157,336980
2016-04-02,21177,558837,358158,336981
2016-04-03,21177,558840,358161,336984
2016-04-04,21183,558867,358182,336999
2016-04-05,21183,558906,358221,337038
2016-04-06,21184,558917,358229,337045
2016-04-07,21185,558940,358249,337064
2016-04-08,21187,558966,358273,337086
2016-04-11,21189,558980,358285,337096
2016-04-12,21189,558989,358294,337105
2016-04-13,21190,558995,358299,337109
2016-04-14,21192,559016,358313,337121
2016-04-19,21194,559029,358324,337130
2016-04-21,21199,559070,358353,337154
2016-04-22,21206,559108,358374,337168
2016-04-25,21208,559122,358382,337174
2016-04-26,21213,559145,358395,337182
2016-04-27,21213,559146,358396,337183
2016-04-28,21218,559182,358427,337209
2016-05-03,21225,559217,358452,337227
2016-05-04,21230,559259,358488,337258
2016-05-05,21231,559276,358504,337273
2016-05-06,21240,559471,358537,337297
2016-05-07,21240,559472,358538,337298
2016-05-09,21242,559526,358542,337300
2016-05-11,21242,559529,358545,337303
2016-05-12,21245,559548,358559,337314
2016-05-13,21253,559597,358597,337344
2016-05-14,21253,559605,358605,337352
2016-05-15,21254,559666,358606,337352
2016-05-16,21255,559695,358634,337379
2016-05-17,21257,559723,358660,337403
2016-05-18,21265,559754,358676,337411
2016-05-19,21275,559826,358735,337460
2016-05-20,21275,559910,358819,337544
2016-05-23,21277,559929,358835,337558
2016-05-24,21282,559954,358855,337573
2016-05-25,21292,559979,358870,337578
2016-05-26,21302,560008,358887,337585
2016-05-27,21307,560051,358918,337611
2016-05-31,21307,560070,358937,337630
2016-06-01,21309,560103,358968,337659
2016-06-02,21325,560181,359013,337688
2016-06-03,21327,560204,359034,337707
2016-06-04,21327,560209,359039,337712
2016-06-06,21371,563368,359087,337716
2016-06-07,21371,563826,359545,338174
2016-06-08,21375,563839,359554,338179
2016-06-09,21375,563848,359563,338188
2016-06-10,21376,563859,359573,338197
2016-06-13,21377,563867,359578,338201
2016-06-14,21377,563870,359581,338204
2016-06-15,21379,564124,359799,338420
2016-06-16,21380,564129,359802,338422
2016-06-17,21380,565841,361514,340134
2016-06-19,21380,565842,361515,340135
2016-06-20,21391,565912,361568,340177
2016-06-21,21399,566031,361601,340202
2016-06-22,21404,566081,361646,340242
2016-06-23,21411,566113,361668,340257
2016-06-24,21416,566134,361684,340268
2016-06-27,21423,566184,361727,340304
2016-06-28,21424,566212,361754,340330
2016-06-29,21430,566241,361773,340343
2016-06-30,21430,566278,361810,340380
2016-07-01,21431,566334,361863,340432
2016-07-02,21431,566337,361866,340435
2016-07-04,21431,566426,361955,340524
2016-07-05,21432,566440,361966,340534
2016-07-06,21435,566449,361970,340535
2016-07-07,21438,566471,361989,340551
2016-07-11,21443,566494,362007,340564
2016-07-12,21451,566599,362024,340573
2016-07-13,21466,566753,362157,340691
2016-07-14,21466,566754,362158,340692
2016-07-15,21471,566767,362166,340695
2016-07-18,21472,566774,362171,340699
2016-07-19,21474,566783,362178,340704
2016-07-20,21475,566794,362188,340713
2016-07-21,21478,566834,362207,340729
2016-07-25,21479,566851,362223,340744
2016-07-26,21494,567291,362240,340746
2016-07-27,21494,572200,367149,345655
2016-07-28,21494,572204,367153,345659
2016-07-29,21494,572218,367167,345673
2016-08-01,21675,573756,367379,345704
2016-08-02,21680,573777,367394,345714
2016-08-03,21680,573778,367395,345715
2016-08-04,21683,573796,367407,345724
2016-08-05,21683,573811,367422,345739
2016-08-08,21683,573814,367425,345742
2016-08-09,21685,573852,367461,345776
2016-08-10,21691,574700,367482,345791
2016-08-11,21692,574715,367496,345804
2016-08-15,21694,574739,367514,345820
2016-08-16,21712,574821,367553,345841
2016-08-17,21718,574896,367577,345859
2016-08-18,21720,574920,367599,345879
2016-08-19,21723,574950,367626,345903
2016-08-21,21724,574954,367629,345905
2016-08-22,21728,574968,367639,345911
2016-08-23,21729,574989,367659,345930
2016-08-24,21745,575132,367706,345961
2016-08-25,21746,575148,367721,345975
2016-08-26,21747,575156,367728,345981
2016-09-06,21747,575158,367730,345983
2016-09-08,21747,575178,367750,346003
2016-09-09,21747,575196,367768,346021
2016-09-12,21749,575286,367856,346107
2016-09-13,21753,575331,367895,346142
2016-09-14,21759,575359,367909,346150
2016-09-15,21762,575380,367924,346162
2016-09-16,21762,575391,367935,346173
2016-09-19,21763,575408,367950,346187
2016-09-20,21763,575413,367955,346192
2016-09-21,21763,575420,367962,346199
2016-09-22,21763,575422,367964,346201
2016-09-26,21770,575485,367974,346204
2016-09-28,21771,575496,367984,346213
2016-09-30,21780,575549,368026,346246
2016-10-03,21785,575871,368047,346262
2016-10-04,21786,575876,368051,346265
2016-10-05,21788,575891,368064,346276
2016-10-06,21789,575896,368068,346279
2016-10-07,21791,575908,368078,346287
2016-10-10,21792,575920,368088,346296
2016-10-11,21792,575938,368106,346314
2016-10-12,21793,575944,368111,346318
2016-10-13,21795,575955,368119,346324
2016-10-14,21795,575956,368120,346325
2016-10-18,21795,575957,368121,346326
2016-10-19,21797,575968,368129,346332
2016-10-21,21797,575971,368132,346335
2016-10-24,21797,575977,368138,346341
2016-10-25,21798,575986,368146,346348
2016-10-26,21801,576007,368163,346362
2016-10-27,21891,580011,368275,346384
2016-10-28,21896,580036,368294,346398
2016-10-31,21903,580081,368332,346429
2016-11-01,21909,580127,368372,346463
2016-11-02,21920,580161,368392,346472
2016-11-03,21922,580196,368424,346502
2016-11-07,21922,580241,368469,346547
2016-11-08,21932,580286,368503,346571
2016-11-09,21932,580297,368514,346582
2016-11-10,21932,580307,368524,346592
2016-11-11,21939,580335,368543,346604
2016-11-14,21940,580343,368550,346610
2016-11-15,21941,580360,368565,346624
2016-11-16,21943,580386,368587,346644
2016-11-17,21945,580414,368611,346666
2016-11-18,21945,580421,368618,346673
2016-11-21,21945,580435,368632,346687
2016-11-22,21950,580455,368647,346697
2016-11-23,21950,580459,368651,346701
2016-11-24,21960,580855,368661,346701
2016-11-25,21964,580888,368673,346709
2016-11-28,21980,581249,368696,346716
2016-11-29,21987,581401,368705,346718
2016-11-30,21988,581423,368726,346738
2016-12-01,21988,581440,368743,346755
2016-12-02,21988,581448,368751,346763
2016-12-05,21988,581453,368756,346768
2016-12-06,21992,581489,368768,346776
2016-12-07,21993,581500,368778,346785
2016-12-08,21994,581502,368779,346785
2016-12-13,21995,581526,368799,346804
2016-12-14,22000,581557,368821,346821
2016-12-15,22004,581584,368844,346840
2016-12-19,22005,581597,368856,346851
2016-12-20,22011,583819,371066,349055
2016-12-21,22012,583826,371072,349060
2016-12-22,22012,583839,371085,349073
2017-01-04,22013,583841,371086,349073
2017-01-05,22014,583868,371090,349076
2017-01-06,22016,583876,371096,349080
2017-01-09,22016,583880,371100,349084
2017-01-10,22021,583909,371124,349103
2017-01-11,22036,583962,371162,349126
2017-01-12,22044,583996,371188,349144
2017-01-16,22045,584002,371193,349148
2017-01-17,22048,584014,371202,349154
2017-01-18,22066,584097,371243,349177
2017-01-19,22068,584121,371265,349197
2017-01-20,22068,584140,371284,349216
2017-01-23,22072,584176,371299,349227
2017-01-24,22072,584181,371304,349232
2017-01-25,22072,584182,371305,349233
2017-01-26,22077,584222,371336,349259
2017-01-27,22080,584237,371348,349268
2017-01-30,22084,584253,371359,349275
2017-01-31,22088,584278,371374,349286
2017-02-01,22090,584292,371382,349292
2017-02-02,22092,584299,371387,349295
2017-02-06,22092,584302,371390,349298
2017-02-07,22096,584328,371410,349314
2017-02-08,22096,584345,371427,349331
2017-02-09,22101,584372,371449,349348
2017-02-10,22106,584405,371476,349370
2017-02-13,22106,584408,371479,349373
2017-02-14,22106,584409,371480,349374
2017-02-15,22108,606381,393450,371342
2017-02-16,22114,606550,393479,371365
2017-02-17,22128,606614,393508,371380
2017-02-18,22128,606616,393510,371382
2017-02-20,22132,606639,393529,371397
2017-02-21,22138,606667,393551,371413
2017-02-22,22147,606709,393584,371437
2017-02-23,22147,606712,393587,371440
2017-02-24,22150,606722,393594,371444
2017-02-27,22152,606740,393606,371454
2017-02-28,22167,606787,393638,371471
2017-03-01,22172,606800,393646,371474
2017-03-02,22174,606849,393693,371519
2017-03-03,22175,606851,393694,371519
2017-03-06,22184,606885,393712,371528
2017-03-07,22204,607676,393755,371551
2017-03-08,22213,607728,393776,371563
2017-03-09,22225,607767,393791,371566
2017-03-10,22227,607779,393800,371573
2017-03-11,22227,607781,393802,371575
2017-03-13,22233,607799,393808,371575
2017-03-14,22235,607815,393817,371582
2017-03-15,22243,607883,393835,371592
2017-03-16,22245,607928,393842,371597
2017-03-17,22250,607965,393853,371603
2017-03-20,22256,608005,393874,371618
2017-03-21,22262,608022,393884,371622
2017-03-22,22277,608058,393905,371628
2017-03-23,22281,608094,393915,371634
2017-03-24,22295,608152,393932,371637
2017-03-27,22303,608195,393951,371648
2017-03-29,22304,608197,393952,371648
2017-03-30,22308,608212,393960,371652
2017-03-31,22309,608221,393961,371652
2017-04-03,22314,608241,393968,371654
2017-04-04,22315,608258,393984,371669
2017-04-05,22318,608267,393990,371672
2017-04-06,22411,609586,394124,371713
2017-04-07,22411,609587,394125,371714
2017-04-10,22415,609605,394138,371723
2017-04-11,22416,609608,394140,371724
2017-04-12,22426,609658,394159,371733
2017-04-13,22428,609685,394184,371756
2017-04-14,22428,609688,394187,371759
2017-04-17,22429,609697,394188,371759
2017-04-18,22430,609704,394191,371761
2017-04-20,22431,609740,394225,371794
2017-04-21,22431,609754,394239,371808
2017-04-24,22435,609764,394245,371810
2017-04-25,22435,609767,394248,371813
2017-04-26,22437,609778,394253,371816
2017-04-27,22441,609797,394257,371816
2017-04-28,22444,609803,394260,371816
2017-04-30,22445,609976,394261,371816
2017-05-01,22448,610354,394264,371816
2017-05-02,22451,610498,394268,371817
2017-05-03,22458,610864,394288,371830
2017-05-04,22460,610873,394292,371832
2017-05-05,22461,610881,394299,371838
2017-05-08,22465,610902,394315,371850
2017-05-09,22482,610978,394341,371859
2017-05-10,22486,610994,394350,371864
2017-05-11,22487,611005,394360,371873
2017-05-12,22488,611042,394394,371906
2017-05-13,22494,611102,394400,371906
2017-05-14,22498,611120,394406,371908
2017-05-15,22498,611124,394410,371912
2017-05-16,22498,611134,394420,371922
2017-05-17,22513,611367,394438,371925
2017-05-18,22513,611371,394442,371929
2017-05-19,22536,611536,394475,371939
2017-05-20,22541,611579,394481,371940
2017-05-22,22549,611808,394508,371959
2017-05-23,22549,611825,394525,371976
2017-05-24,22553,611878,394536,371983
2017-05-25,22553,611897,394555,372002
2017-05-26,22555,611921,394577,372022
2017-05-28,22556,611924,394578,372022
2017-05-30,22557,611929,394582,372025
2017-05-31,22558,611963,394615,372057
2017-06-01,22558,611983,394635,372077
2017-06-02,22559,612013,394664,372105
2017-06-05,22559,612026,394677,372118
2017-06-06,22562,612035,394683,372121
2017-06-07,22566,612061,394705,372139
2017-06-08,22570,612372,394709,372139
2017-06-09,22571,612387,394723,372152
2017-06-12,22576,612438,394736,372160
2017-06-13,22582,612464,394749,372167
2017-06-14,22584,612495,394770,372186
2017-06-15,22584,612502,394777,372193
2017-06-16,22606,612625,394867,372261
2017-06-19,22613,616348,398516,375903
2017-06-20,22615,616362,398528,375913
2017-06-21,22617,616399,398559,375942
2017-06-22,22637,616623,398614,375977
2017-06-23,22638,616626,398616,375978
2017-06-24,22638,616642,398632,375994
2017-06-26,22647,616695,398667,376020
2017-06-27,22657,616786,398733,376076
2017-06-28,22666,616823,398752,376086
2017-06-29,22676,616866,398775,376099
2017-06-30,22676,621867,403776,381100
2017-07-02,22676,626568,408477,385801
2017-07-03,22678,626581,408488,385810
2017-07-04,22690,626629,408512,385822
2017-07-05,22693,626638,408518,385825
2017-07-07,22702,626711,408532,385830
2017-07-10,22703,626724,408544,385841
2017-07-11,22703,626752,408572,385869
2017-07-12,22703,626774,408594,385891
2017-07-13,22703,626782,408602,385899
2017-07-14,22703,626785,408605,385902
2017-07-15,22704,626788,408607,385903
2017-07-17,22705,626800,408618,385913
2017-07-18,22705,626808,408626,385921
2017-07-19,22705,626835,408653,385948
2017-07-20,22719,626881,408669,385950
2017-07-21,22726,626907,408676,385950
2017-07-24,22735,626942,408694,385959
2017-07-25,22735,626947,408699,385964
2017-07-26,22735,626950,408702,385967
2017-07-27,22735,626954,408706,385971
2017-07-28,22735,626956,408708,385973
2017-07-31,22735,626959,408711,385976
2017-08-01,22735,626975,408727,385992
2017-08-02,22735,626987,408739,386004
2017-08-03,22735,627078,408830,386095
2017-08-04,23341,635220,410884,387543
2017-08-05,23963,641576,415780,391817
2017-08-06,24934,651014,422496,397562
2017-08-07,26108,661493,430209,404101
2017-08-08,26902,667982,434325,407423
2017-08-09,26937,668282,434536,407599
2017-08-10,26954,668931,435148,408194
2017-08-11,27539,677776,436103,408564
2017-08-14,27539,677785,436112,408573
2017-08-15,27543,677798,436116,408573
2017-08-16,27545,677888,436147,408602
2017-08-17,27549,678072,436153,408604
2017-08-18,27549,678073,436154,408605
2017-08-19,27552,678245,436180,408628
2017-08-21,27552,678246,436181,408629
2017-08-22,27553,678270,436204,408651
2017-08-23,27564,678527,436241,408677
2017-08-24,27567,682057,439766,412199
2017-08-26,27567,682059,439768,412201
2017-08-28,27567,682061,439770,412203
2017-08-29,27575,682998,439804,412229
2017-08-30,27578,683051,439849,412271
2017-08-31,27579,683055,439852,412273
2017-09-01,27580,683097,439853,412273
2017-09-04,27580,683103,439859,412279
2017-09-05,27584,683270,439868,412284
2017-09-06,27585,683298,439895,412310
2017-09-07,27592,683315,439905,412313
2017-09-08,27592,683326,439916,412324
2017-09-11,27597,683342,439925,412328
2017-09-12,27598,683353,439935,412337
2017-09-13,27598,683361,439943,412345
2017-09-14,27609,683397,439964,412355
2017-09-15,27614,683412,439974,412360
2017-09-17,27614,683413,439975,412361
2017-09-18,27614,683425,439987,412373
2017-09-19,27616,683449,440009,412393
2017-09-20,27616,683472,440032,412416
2017-09-21,27618,683500,440058,412440
2017-09-24,27618,683518,440076,412458
2017-09-25,27618,683519,440077,412459
2017-09-26,27621,683529,440084,412463
