Date,N-ary_interactions_reports,All_interactions_after_spoke_expansion,All_interaction_reports,Binary_interaction_reports
2021-10-08,38062,1157638,745307,707245
2021-10-11,38075,1157690,745341,707266
2021-10-12,38080,1157713,745359,707279
2021-10-13,38082,1157815,745370,707288
2021-10-14,38088,1157885,745397,707309
2021-10-15,38089,1157899,745410,707321
2021-10-18,38097,1157924,745420,707323
2021-10-19,38098,1157926,745421,707323
2021-10-21,38107,1157957,745441,707334
2021-10-22,38109,1159117,745450,707341
2021-10-25,38111,1159177,745467,707356
2021-10-26,38121,1159843,745494,707373
2021-10-27,38129,1159901,745513,707384
2021-10-28,38272,1161282,745691,707419
2021-10-29,38276,1161472,745757,707481
2021-11-01,38279,1161485,745767,707488
2021-11-02,38279,1161488,745770,707491
2021-11-03,38279,1161505,745787,707508
2021-11-04,38281,1161542,745811,707530
2021-11-05,38281,1161568,745837,707556
2021-11-06,38281,1161569,745838,707557
2021-11-08,38285,1161619,745876,707591
2021-11-09,38287,1161667,745904,707617
2021-11-10,38288,1161684,745920,707632
2021-11-11,38290,1161689,745923,707633
2021-11-12,38293,1161705,745932,707639
2021-11-15,38297,1161735,745949,707652
2021-11-16,38297,1161747,745961,707664
2021-11-17,38297,1161755,745969,707672
2021-11-18,38298,1161762,745975,707677
2021-11-19,38302,1161834,746001,707699
2021-11-20,38302,1161839,746006,707704
2021-11-22,38314,1162105,746033,707719
2021-11-23,38330,1162264,746068,707738
2021-11-24,38345,1162544,746090,707745
2021-11-25,38360,1164160,746112,707752
2021-11-26,38360,1164162,746114,707754
2021-11-29,38363,1164178,746127,707764
2021-11-30,38363,1164180,746129,707766
2021-12-01,38364,1164187,746135,707771
2021-12-02,38672,1171000,746452,707780
2021-12-06,38679,1171538,746474,707795
2021-12-07,38681,1171562,746496,707815
2021-12-08,38685,1171602,746514,707829
2021-12-10,38685,1171605,746517,707832
2021-12-14,38687,1171786,746527,707840
2021-12-15,38690,1171881,746539,707849
2021-12-16,38694,1172178,746553,707859
2021-12-17,38698,1172186,746557,707859
2021-12-20,38698,1172188,746559,707861
2021-12-21,38700,1172204,746573,707873
2021-12-22,38700,1172210,746579,707879
2021-12-23,38700,1172212,746581,707881
2021-12-29,38702,1172231,746583,707881
2021-12-30,38707,1172521,746596,707889
2021-12-31,38708,1172630,746604,707896
2022-01-03,38710,1172805,746629,707919
2022-01-04,38717,1172850,746642,707925
2022-01-05,38717,1172854,746646,707929
2022-01-06,38721,1173473,746677,707956
2022-01-08,38722,1173475,746678,707956
2022-01-10,38724,1173486,746687,707963
2022-01-11,38724,1173501,746702,707978
2022-01-12,38727,1173522,746720,707993
2022-01-13,38764,1174141,746763,707999
2022-01-14,38824,1174578,746834,708010
2022-01-15,38828,1174632,746844,708016
2022-01-16,38828,1174722,746934,708106
2022-01-17,38880,1178396,746989,708109
2022-01-18,38887,1179112,747028,708141
2022-01-19,38898,1179358,747062,708164
2022-01-20,38952,1182555,747133,708181
2022-01-21,38958,1182574,747146,708188
2022-01-22,38970,1182601,747161,708191
2022-01-23,38994,1182652,747188,708194
2022-01-24,39005,1182689,747214,708209
2022-01-25,39005,1182695,747220,708215
2022-01-26,39008,1182758,747225,708217
2022-01-27,39010,1182796,747256,708246
2022-01-31,39011,1182808,747266,708255
2022-02-01,39013,1182846,747302,708289
2022-02-02,39013,1182852,747308,708295
2022-02-03,39019,1182897,747340,708321
2022-02-04,39027,1182926,747353,708326
2022-02-05,39027,1182940,747367,708340
2022-02-07,39035,1182969,747386,708351
2022-02-08,39036,1183057,747421,708385
2022-02-09,39040,1183082,747432,708392
2022-02-10,39042,1183104,747452,708410
2022-02-14,39051,1183170,747486,708435
2022-02-15,39052,1183182,747497,708445
2022-02-17,39052,1183184,747499,708447
2022-02-18,39066,1183224,747515,708449
2022-02-23,39067,1183227,747517,708450
2022-02-24,39070,1183240,747524,708454
2022-02-25,39070,1183241,747525,708455
2022-02-28,39072,1183247,747529,708457
2022-03-01,39076,1183572,747535,708459
2022-03-02,39081,1183610,747558,708477
2022-03-03,39082,1183629,747576,708494
2022-03-04,39086,1183658,747595,708509
2022-03-06,39086,1183660,747597,708511
2022-03-07,39089,1183675,747606,708517
2022-03-08,39094,1183701,747624,708530
2022-03-09,39097,1183726,747645,708548
2022-03-10,39103,1183749,747657,708554
2022-03-11,39103,1183754,747662,708559
2022-03-15,39103,1183755,747663,708560
2022-03-18,39104,1183767,747673,708569
2022-03-21,39104,1183777,747683,708579
2022-03-22,39120,1183836,747714,708594
2022-03-23,39121,1183840,747717,708596
2022-03-24,39122,1183845,747719,708597
2022-03-25,39126,1183862,747727,708601
2022-03-30,39129,1183875,747732,708603
2022-04-04,39131,1183910,747734,708603
2022-04-05,39133,1183916,747738,708605
2022-04-07,39136,1183932,747747,708611
2022-04-19,39136,1183933,747748,708612
2022-04-20,39136,1183945,747760,708624
2022-04-21,39138,1183964,747767,708629
2022-04-22,39140,1183971,747772,708632
2022-04-25,39140,1183980,747781,708641
2022-04-26,39141,1183990,747790,708649
2022-04-27,39145,1184014,747810,708665
2022-05-06,39148,1184025,747816,708668
2022-05-09,39151,1184037,747819,708668
2022-05-10,39152,1184041,747822,708670
2022-05-16,39153,1184045,747823,708670
2022-05-18,39165,1184331,747837,708672
2022-05-19,39165,1184332,747838,708673
2022-05-20,39199,1185388,747872,708673
2022-05-21,39216,1186618,747889,708673
2022-05-22,39231,1188411,747904,708673
2022-05-23,39233,1188650,747906,708673
2022-05-24,39248,1189703,747929,708681
2022-05-25,39265,1190545,747950,708685
2022-05-26,39273,1190575,747966,708693
2022-05-27,39273,1190576,747967,708694
2022-05-30,39276,1190601,747970,708694
2022-05-31,39276,1190619,747988,708712
2022-06-01,39277,1190658,748026,708749
2022-06-02,39277,1190675,748043,708766
2022-06-03,39280,1190792,748047,708767
2022-06-04,39283,1190816,748068,708785
2022-06-05,39283,1190818,748070,708787
2022-06-06,39284,1190947,748097,708813
2022-06-07,39292,1191940,748106,708814
2022-06-08,39295,1191951,748114,708819
2022-06-09,39295,1191965,748128,708833
2022-06-10,39301,1192810,748145,708844
2022-06-13,39301,1192812,748147,708846
2022-06-14,39307,1192833,748162,708855
2022-06-15,39308,1192850,748176,708868
2022-06-16,39308,1192852,748178,708870
2022-06-17,39308,1192862,748188,708880
2022-06-22,39309,1192869,748194,708885
2022-06-23,39313,1193059,748199,708886
2022-06-24,39356,1193473,748258,708902
2022-06-25,39398,1193796,748309,708911
2022-06-27,39398,1193797,748310,708912
2022-06-28,39401,1193809,748316,708915
2022-06-30,39403,1193832,748328,708925
2022-07-01,39403,1193835,748331,708928
2022-07-03,39403,1193840,748336,708933
2022-07-04,39403,1193841,748337,708934
2022-07-05,39403,1193851,748347,708944
2022-07-06,39428,1194165,748383,708955
2022-07-07,39465,1194534,748425,708960
2022-07-08,39493,1194726,748454,708961
2022-07-09,39502,1194759,748469,708967
2022-07-12,39503,1195702,748474,708971
2022-07-13,39503,1195704,748476,708973
2022-07-14,39504,1196795,748477,708973
2022-07-16,39504,1196797,748479,708975
2022-07-17,39504,1196798,748480,708976
2022-07-18,39505,1196802,748482,708977
2022-07-19,39505,1196806,748486,708981
2022-07-20,39505,1196809,748489,708984
2022-07-26,39505,1196811,748491,708986
2022-07-27,39505,1196817,748497,708992
2022-07-28,39506,1196821,748499,708993
2022-07-29,39506,1196822,748500,708994
2022-07-31,39514,1196847,748517,709003
2022-08-01,39519,1196864,748529,709010
2022-08-05,39519,1196865,748530,709011
2022-08-07,39542,1196938,748580,709038
2022-08-08,39542,1196939,748581,709039
2022-08-09,39542,1196945,748587,709045
2022-08-10,39550,1196970,748604,709054
2022-08-18,39551,1196972,748605,709054
2022-08-20,39551,1196973,748606,709055
2022-08-21,39551,1196974,748607,709056
2022-08-22,39551,1197037,748670,709119
2022-08-23,39551,1197182,748815,709264
2022-08-24,39551,1197237,748870,709319
2022-08-25,39551,1197268,748901,709350
2022-08-26,39551,1197309,748942,709391
2022-08-29,39552,1197319,748950,709398
2022-08-31,39552,1197322,748953,709401
2022-09-05,39552,1197323,748954,709402
2022-09-06,39552,1197332,748963,709411
2022-09-07,39552,1197333,748964,709412
2022-09-11,39569,1197701,748981,709412
2022-09-12,39583,1198045,748995,709412
2022-09-14,39584,1198047,748996,709412
2022-09-15,39584,1198048,748997,709413
2022-09-20,39585,1198052,749000,709415
2022-09-22,39588,1198060,749003,709415
2022-09-23,39588,1198061,749004,709416
2022-09-25,39588,1198062,749005,709417
2022-09-27,39588,1198063,749006,709418
2022-09-30,39588,1198348,749291,709703
2022-10-02,39588,1198349,749292,709704
2022-10-03,39588,1198353,749296,709708
2022-10-05,39591,1198534,749307,709716
2022-10-06,39591,1198536,749309,709718
2022-10-07,39594,1198565,749326,709732
2022-10-10,39594,1198567,749328,709734
2022-10-11,39594,1198568,749329,709735
2022-10-12,39598,1198580,749336,709738
2022-10-13,39626,1199051,749366,709740
2022-10-14,39627,1199062,749376,709749
2022-10-19,39628,1199157,749397,709769
2022-10-20,39637,1200976,751196,711559
2022-10-21,39637,1200978,751198,711561
2022-10-25,39637,1200989,751209,711572
2022-10-26,39639,1201002,751216,711577
2022-10-27,39645,1201069,751270,711625
2022-10-28,39645,1201097,751298,711653
2022-10-31,39645,1201098,751299,711654
2022-11-01,39646,1201143,751343,711697
2022-11-02,39646,1201164,751364,711718
2022-11-03,39646,1201174,751374,711728
2022-11-04,39647,1201207,751406,711759
2022-11-07,39647,1225010,775209,735562
2022-11-08,39647,1252176,802375,762728
2022-11-09,39647,1252179,802378,762731
2022-11-10,39648,1252184,802382,762734
2022-11-11,39648,1252186,802384,762736
2022-11-14,39651,1252221,802391,762740
2022-11-15,39656,1252257,802419,762763
2022-11-16,39656,1252264,802426,762770
2022-11-17,39656,1252274,802436,762780
2022-11-18,39656,1252291,802453,762797
2022-11-22,39656,1252296,802458,762802
2022-11-24,39657,1252303,802464,762807
2022-11-25,39657,1252308,802469,762812
2022-11-28,39657,1252313,802474,762817
2022-11-29,39658,1252319,802476,762818
2022-11-30,39663,1252342,802484,762821
2022-12-01,39663,1252344,802486,762823
2022-12-02,39663,1252347,802489,762826
2022-12-06,39664,1252351,802492,762828
2022-12-08,39665,1252355,802493,762828
2022-12-12,39665,1252358,802496,762831
2022-12-13,39665,1252363,802501,762836
2022-12-14,39665,1252367,802505,762840
2022-12-15,39666,1252380,802514,762848
2022-12-16,39666,1252382,802516,762850
2022-12-20,39666,1252386,802520,762854
2022-12-21,39666,1252388,802522,762856
2022-12-24,39666,1252389,802523,762857
2023-01-01,39666,1252396,802530,762864
2023-01-02,39667,1252469,802532,762865
2023-01-03,39667,1252475,802538,762871
2023-01-04,39668,1252479,802541,762873
2023-01-05,39668,1252482,802544,762876
2023-01-06,39668,1252484,802546,762878
2023-01-07,39668,1252488,802550,762882
2023-01-08,39668,1252500,802562,762894
2023-01-09,39680,1252534,802584,762904
2023-01-10,39692,1252567,802605,762913
2023-01-11,39694,1252575,802611,762917
2023-01-12,39697,1252591,802619,762922
2023-01-13,39697,1252594,802622,762925
2023-01-15,39697,1252601,802629,762932
2023-01-16,39702,1252691,802644,762942
2023-01-17,39704,1252716,802658,762954
2023-01-18,39714,1252797,802672,762958
2023-01-19,39727,1253000,802685,762958
2023-01-20,39732,1253023,802703,762971
2023-01-21,39732,1253024,802704,762972
2023-01-23,39732,1253026,802706,762974
2023-01-24,39765,1253096,802743,762978
2023-01-25,39765,1253097,802744,762979
2023-01-26,39766,1253100,802745,762979
2023-01-27,39767,1253371,803015,763248
2023-01-31,39770,1253395,803032,763262
2023-02-01,39775,1253970,803047,763272
2023-02-02,39779,1254078,803150,763371
2023-02-03,39781,1254191,803259,763478
2023-02-04,39781,1254194,803262,763481
2023-02-06,39782,1254274,803341,763559
2023-02-07,39784,1258256,803409,763625
2023-02-08,39786,1261686,803547,763761
2023-02-09,39786,1261824,803685,763899
2023-02-14,39786,1261826,803687,763901
2023-02-15,39788,1262461,803689,763901
2023-02-16,39788,1262800,804028,764240
2023-02-17,39788,1262801,804029,764241
2023-02-20,39793,1263304,804046,764253
2023-02-21,39794,1263919,804049,764255
2023-02-22,39801,1264204,804061,764260
2023-02-23,39813,1264233,804075,764262
2023-02-24,39819,1264266,804088,764269
2023-02-27,39819,1264273,804095,764276
2023-02-28,39822,1264285,804099,764277
2023-03-01,39823,1264289,804102,764279
2023-03-02,39826,1265194,804105,764279
2023-03-03,39828,1266318,804108,764280
2023-03-05,39828,1266319,804109,764281
2023-03-06,39835,1266378,804121,764286
2023-03-08,39835,1266384,804127,764292
2023-03-09,39837,1266423,804164,764327
2023-03-10,39840,1266517,804255,764415
2023-03-11,39841,1266522,804259,764418
2023-03-12,39841,1266523,804260,764419
2023-03-13,39841,1266528,804265,764424
2023-03-14,39843,1266533,804268,764425
2023-03-15,39843,1266538,804273,764430
2023-03-16,39850,1266702,804291,764441
2023-03-17,39854,1266734,804297,764443
2023-03-18,39866,1267394,804309,764443
2023-03-20,39866,1267400,804315,764449
2023-03-21,39866,1267405,804320,764454
2023-03-22,39868,1267411,804324,764456
2023-03-23,39870,1267436,804347,764477
2023-03-24,39874,1267770,804355,764481
2023-03-26,39875,1267773,804357,764482
2023-03-27,39877,1267780,804362,764485
2023-03-28,39879,1267989,804376,764497
2023-03-29,39880,1268025,804388,764508
2023-03-30,39881,1268063,804403,764522
2023-03-31,39882,1268076,804415,764533
2023-04-03,39882,1268078,804417,764535
2023-04-04,39882,1268087,804426,764544
2023-04-05,39882,1268088,804427,764545
2023-04-06,39882,1268091,804430,764548
2023-04-09,39892,1269335,804440,764548
2023-04-10,39905,1272279,804453,764548
2023-04-11,39908,1272691,804465,764557
2023-04-12,39908,1273186,804960,765052
2023-04-13,39914,1273295,804978,765064
2023-04-14,39914,1273296,804979,765065
2023-04-18,39914,1273301,804984,765070
2023-04-21,39916,1273390,804986,765070
2023-04-27,39917,1273401,804996,765079
2023-04-28,39931,1273436,805017,765086
2023-04-29,39937,1273450,805025,765088
2023-04-30,39940,1273457,805029,765089
2023-05-02,39949,1273505,805068,765119
2023-05-03,39949,1273569,805132,765183
2023-05-04,39949,1273602,805165,765216
2023-05-05,39949,1273614,805177,765228
2023-05-08,39949,1273618,805181,765232
2023-05-09,39949,1273622,805185,765236
2023-05-11,39952,1273756,805192,765240
2023-05-12,39952,1273759,805195,765243
2023-05-14,39952,1273761,805197,765245
2023-05-15,39952,1273768,805204,765252
2023-05-16,39952,1273791,805227,765275
2023-05-17,39956,1273809,805236,765280
2023-05-18,39960,1273820,805240,765280
2023-05-19,39962,1273834,805250,765288
2023-05-20,39962,1273836,805252,765290
2023-05-22,39969,1273862,805264,765295
2023-05-23,39997,1274029,805299,765302
2023-05-24,40009,1274083,805317,765308
2023-05-25,40009,1274085,805319,765310
2023-05-26,40013,1274100,805330,765317
2023-05-29,40014,1274108,805337,765323
2023-05-30,40014,1274109,805338,765324
2023-05-31,40019,1274127,805347,765328
2023-06-02,40019,1274129,805349,765330
2023-06-05,40020,1274157,805375,765355
2023-06-06,40038,1274292,805401,765363
2023-06-07,40043,1274335,805409,765366
2023-06-08,40049,1274402,805417,765368
2023-06-09,40050,1274408,805421,765371
2023-06-12,40059,1275293,805437,765378
2023-06-13,40064,1275315,805449,765385
2023-06-14,40068,1275362,805467,765399
2023-06-15,40068,1275365,805470,765402
2023-06-16,40073,1275454,805475,765402
2023-06-20,40075,1275484,805480,765405
2023-06-21,40079,1275546,805497,765418
2023-06-22,40080,1275643,805500,765420
2023-06-23,40080,1275648,805505,765425
2023-06-26,40080,1275650,805507,765427
2023-06-27,40083,1275670,805524,765441
2023-06-28,40083,1275672,805526,765443
2023-06-29,40083,1275675,805529,765446
2023-07-03,40083,1275691,805545,765462
2023-07-04,40084,1275696,805549,765465
2023-07-05,40085,1275702,805553,765468
2023-07-10,40088,1275724,805559,765471
2023-07-11,40102,1275933,805579,765477
2023-07-12,40109,1275994,805597,765488
2023-07-13,40109,1276004,805607,765498
2023-07-14,40110,1276018,805620,765510
2023-07-18,40110,1276019,805621,765511
2023-07-19,40112,1276028,805626,765514
2023-07-20,40112,1276029,805627,765515
2023-07-24,40114,1276077,805633,765519
2023-07-25,40125,1278100,805658,765533
2023-07-26,40127,1281251,805664,765537
2023-07-27,40127,1281259,805672,765545
2023-07-28,40129,1281272,805683,765554
2023-07-31,40132,1281279,805687,765555
2023-08-01,40132,1281283,805691,765559
2023-08-02,40135,1281293,805698,765563
2023-08-03,40147,1281740,805712,765565
2023-08-04,40148,1281749,805720,765572
2023-08-09,40149,1281960,805725,765576
2023-08-10,40151,1281986,805735,765584
2023-08-14,40153,1282018,805751,765598
2023-08-15,40153,1282025,805758,765605
2023-08-16,40153,1282030,805763,765610
2023-08-17,40153,1282039,805772,765619
2023-09-01,40163,1282437,805785,765622
2023-09-03,40165,1282592,805787,765622
2023-09-04,40177,1283385,805800,765623
2023-09-05,40190,1284286,805820,765630
